PAX5_PAX5	CDD:238076	81.102	127	24	0	16	142	1	127	2.15e-81	245
PAX5_PAX5	CDD:238076	81.102	127	24	0	202	328	1	127	2.15e-81	245
PAX5_PAX5	CDD:366005	89.600	125	13	0	16	140	1	125	1.22e-80	244
PAX5_PAX5	CDD:366005	89.600	125	13	0	202	326	1	125	1.22e-80	244
PAX5_PAX5	CDD:238042	25.490	51	37	1	30	79	1	51	1.83e-05	37.7
PAX5_PAX5	CDD:238042	25.490	51	37	1	216	265	1	51	1.83e-05	37.7
TMPRSS2_ERG	CDD:425506	58.750	80	32	1	348	426	1	80	4.51e-49	158
ETV6_RUNX1	CDD:425908	91.473	129	11	0	395	523	1	129	1.42e-103	309
TCF3_PBX1	CDD:238039	45.902	61	30	1	629	689	1	58	9.50e-21	80.8
TCF3_PBX1	CDD:428673	61.538	39	15	0	647	685	1	39	2.07e-18	73.7
TCF3_PBX1	CDD:425441	43.860	57	29	1	631	687	1	54	2.97e-17	70.6
RUNX1_RUNX1T1	CDD:425908	92.188	128	10	0	78	205	1	128	2.44e-103	308
C11orf95_RELA	CDD:143645	92.308	169	13	0	420	588	1	169	4.13e-117	349
C11orf95_RELA	CDD:425749	62.722	169	60	2	422	587	1	169	4.78e-98	299
C11orf95_RELA	CDD:143640	59.195	174	66	4	420	588	1	174	1.38e-89	277
C11orf95_RELA	CDD:143649	63.953	172	59	2	420	588	1	172	2.38e-84	263
C11orf95_RELA	CDD:143647	51.445	173	80	3	420	588	1	173	3.54e-67	216
C11orf95_RELA	CDD:143646	55.233	172	74	2	420	588	1	172	9.98e-64	207
C11orf95_RELA	CDD:238582	61.765	102	34	1	595	691	1	102	4.00e-57	185
C11orf95_RELA	CDD:143643	37.056	197	96	3	420	588	1	197	1.77e-51	173
C11orf95_RELA	CDD:238336	54.902	102	40	2	595	691	1	101	8.81e-44	148
C11orf95_RELA	CDD:143650	39.459	185	96	4	420	588	1	185	3.78e-38	135
C11orf95_RELA	CDD:143651	33.663	202	101	3	420	588	1	202	3.31e-35	127
C11orf95_RELA	CDD:143644	34.270	178	81	8	420	584	1	155	2.07e-33	120
C11orf95_RELA	CDD:143648	28.000	75	48	3	420	494	1	69	9.03e-09	50.0
C11orf95_RELA	CDD:238583	31.683	101	60	4	597	691	4	101	2.17e-08	47.1
C11orf95_RELA	CDD:143642	23.757	181	94	10	422	584	3	157	9.65e-07	44.0
MEF2D_BCL9	CDD:238165	51.948	77	37	0	2	78	1	77	1.09e-40	136
MEF2D_BCL9	CDD:238067	57.627	59	25	0	2	60	1	59	7.86e-31	108
MEF2D_BCL9	CDD:238166	38.554	83	50	1	2	83	1	83	2.76e-27	99.6
MEF2D_BCL9	CDD:428221	34.848	66	43	0	272	337	133	198	7.67e-06	41.4
PAX5_ZCCHC7	CDD:238076	81.102	127	24	0	16	142	1	127	4.59e-83	250
PAX5_ZCCHC7	CDD:366005	89.600	125	13	0	16	140	1	125	3.37e-82	248
PAX5_ZCCHC7	CDD:238042	25.490	51	37	1	30	79	1	51	1.91e-05	37.7
PAX5_ETV6	CDD:238076	81.102	127	24	0	16	142	1	127	5.07e-84	251
PAX5_ETV6	CDD:366005	89.600	125	13	0	16	140	1	125	6.42e-83	249
PAX5_ETV6	CDD:425506	55.696	79	35	0	445	523	2	80	3.06e-41	138
PAX5_ETV6	CDD:238042	25.490	51	37	1	30	79	1	51	4.18e-05	36.5
ZCCHC7_PAX5	CDD:238076	81.102	127	24	0	204	330	1	127	1.15e-84	254
ZCCHC7_PAX5	CDD:366005	89.600	125	13	0	204	328	1	125	4.15e-84	252
ZCCHC7_PAX5	CDD:238042	25.490	51	37	1	218	267	1	51	1.84e-05	37.7
SAFB2_SAFB	CDD:409992	32.759	58	39	0	409	466	2	59	4.61e-07	42.8
SAFB2_SAFB	CDD:410155	27.273	77	55	1	407	483	3	78	1.69e-05	38.5
PAX5_JAK2	CDD:238076	81.102	127	24	0	16	142	1	127	9.82e-85	256
PAX5_JAK2	CDD:366005	89.600	125	13	0	16	140	1	125	2.65e-84	255
PAX5_JAK2	CDD:238042	25.490	51	37	1	30	79	1	51	2.10e-05	37.7
POLD3_RNF169	CDD:430651	41.495	388	201	10	19	398	1	370	3.80e-108	336
PML_RARA	CDD:143522	100.000	85	0	0	417	501	1	85	2.08e-56	182
PML_RARA	CDD:143512	66.667	72	24	0	423	494	1	72	1.24e-45	151
PML_RARA	CDD:143519	57.895	76	32	0	422	497	1	76	4.69e-38	130
PML_RARA	CDD:143518	57.333	75	32	0	423	497	1	75	4.99e-36	124
PML_RARA	CDD:143541	58.667	75	31	0	423	497	1	75	2.25e-34	120
PML_RARA	CDD:143526	63.158	76	28	0	422	497	7	82	5.23e-34	119
PML_RARA	CDD:143525	62.667	75	28	0	423	497	6	80	8.52e-34	118
PML_RARA	CDD:143539	66.667	75	25	0	423	497	1	75	3.22e-33	116
PML_RARA	CDD:143527	59.459	74	30	0	421	494	1	74	2.66e-32	114
PML_RARA	CDD:143542	55.844	77	34	0	421	497	7	83	1.14e-31	113
PML_RARA	CDD:143540	59.740	77	30	1	422	497	5	81	1.95e-31	112
PML_RARA	CDD:143543	53.247	77	36	0	421	497	7	83	4.17e-31	111
PML_RARA	CDD:143533	60.274	73	28	1	423	494	1	73	1.43e-30	109
